2015/1/26, czas pomiaru: 11:7:50
czas Ux1 Uy1 Uz1 Ux2 Uy2 Uz2 Ux3 Uy3 Uz3 Ux4 Uy4 Uz4
 0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.61549315477728E+0000  2.11012725307897E+0000  2.05046711627818E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 1.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.61971605399685E+0000  2.11709101414800E+0000  2.05980299844704E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 2.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.63222296847922E+0000  2.17988040212131E+0000  2.03365864814195E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 3.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.62974628739886E+0000  2.19300358060341E+0000  2.03069715981573E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 4.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.63086604702468E+0000  2.20331639475110E+0000  2.01749529685977E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 5.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.65252400385860E+0000  2.22953561859699E+0000  1.96602828481209E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 6.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.64093867181271E+0000  2.27844752062285E+0000  1.93402161698380E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 7.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.58994071740740E+0000  2.38302499961541E+0000  1.88964376992809E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 8.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.50992364303826E+0000  2.47620550131300E+0000  1.81559728058224E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 9.00000000000000E-0003  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.41466700302047E+0000  2.45249609833222E+0000  1.79665080205158E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 1.00000000000000E-0002  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.35239036743573E+0000  2.34362748324109E+0000  1.84453866048813E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 1.10000000000000E-0002  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.41427200090145E+0000  2.22481888011170E+0000  1.86109635855757E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
 1.20000000000000E-0002  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  2.50176654477612E+0000  2.05164060553976E+0000  1.88631175400883E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000  0.00000000000000E+0000
